Fixture Group,Fixture Date,Home Team,Away Team,First Name,Last Name,Team,Stat Desc,Stat Value,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[BKLN],qslvr,Ontario Outliers (ONO),Saves,1.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[DEN],EW,Ontario Outliers (ONO),Saves,0.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[MKY],A Rambome Player,Drumbo Cows (old) (COWS),Shots,2.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[DEN],EW,Ontario Outliers (ONO),Shots,6.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[MAL],toker,Drumbo Cows (old) (COWS),Shots,2.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[CLP],LemonBond,Drumbo Cows (old) (COWS),Shots,1.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[SCS],MDub,Ontario Outliers (ONO),Shots,4.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[BKLN],qslvr,Ontario Outliers (ONO),Shots,5.00,
Intermediate Division,Thu 07 May 2020 08:00 PM,Honolulu Hootenannys (HUH),Brooklyn Bandits (BKLN),[TOR],Donut,Brooklyn Bandits (BKLN),Assists,1.00,
Intermediate Division,Thu 07 May 2020 08:00 PM,Honolulu Hootenannys (HUH),Brooklyn Bandits (BKLN),[HUH],FatLeft,Honolulu Hootenannys (HUH),Assists,1.00,
Intermediate Division,Thu 07 May 2020 08:00 PM,Honolulu Hootenannys (HUH),Brooklyn Bandits (BKLN),[BRB],EpicMan67,Brooklyn Bandits (BKLN),Assists,3.00,
Intermediate Division,Thu 07 May 2020 08:00 PM,Honolulu Hootenannys (HUH),Brooklyn Bandits (BKLN),[HUH],Jambi,Honolulu Hootenannys (HUH),Assists,0.00,
Intermediate Division,Thu 07 May 2020 08:00 PM,Honolulu Hootenannys (HUH),Brooklyn Bandits (BKLN),[MAL],Derek,Brooklyn Bandits (BKLN),Assists,4.00,
Intermediate Division,Thu 07 May 2020 08:00 PM,Honolulu Hootenannys (HUH),Brooklyn Bandits (BKLN),[HUH],TheLuigi,Honolulu Hootenannys (HUH),Assists,2.00,
Intermediate Division,Thu 07 May 2020 08:00 PM,Honolulu Hootenannys (HUH),Brooklyn Bandits (BKLN),[HUH],FatLeft,Honolulu Hootenannys (HUH),Goals,2.00,
Intermediate Division,Thu 07 May 2020 08:00 PM,Honolulu Hootenannys (HUH),Brooklyn Bandits (BKLN),[TOR],Donut,Brooklyn Bandits (BKLN),Goals,4.00,
Intermediate Division,Thu 07 May 2020 08:00 PM,Honolulu Hootenannys (HUH),Brooklyn Bandits (BKLN),[HUH],TheLuigi,Honolulu Hootenannys (HUH),Goals,1.00,
